ZIP,FIPS,County
23847,51183,"VA, Sussex"
66106,20091,"KS, Johnson"
75751,48001,"TX, Anderson"
49315,26139,"MI, Ottawa"
22630,51069,"VA, Frederick"
83638,16003,"ID, Adams"
70560,22113,"LA, Vermilion"
31794,13019,"GA, Berrien"
17019,42041,"PA, Cumberland"
62902,17181,"IL, Union"
79602,48059,"TX, Callahan"
28092,37071,"NC, Gaston"
20110,51685,"VA, Manassas Park"
36323,01039,"AL, Covington"
72450,05031,"AR, Craighead"
84604,49051,"UT, Wasatch"
47331,18161,"IN, Union"
48708,26145,"MI, Saginaw"
35901,01019,"AL, Cherokee"
28384,37051,"NC, Cumberland"
36420,01053,"AL, Escambia"
42025,21035,"KY, Calloway"
23970,51111,"VA, Lunenburg"
33544,12057,"FL, Hillsborough"
30701,13115,"GA, Floyd"
39194,28053,"MS, Humphreys"
13642,36045,"NY, Jefferson"
72015,05053,"AR, Grant"
35957,01009,"AL, Blount"
48858,26111,"MI, Midland"
32327,12073,"FL, Leon"
22408,51033,"VA, Caroline"
77584,48157,"TX, Fort Bend"
94952,06041,"CA, Marin"
38635,28137,"MS, Tate"
32043,12107,"FL, Putnam"
30512,13111,"GA, Fannin"
49770,26029,"MI, Charlevoix"
31087,13303,"GA, Washington"
83211,16031,"ID, Cassia"
36701,01105,"AL, Perry"
37745,47073,"TN, Hawkins"
70301,22007,"LA, Assumption"
44833,39101,"OH, Marion"
75022,48439,"TX, Tarrant"
28103,37007,"NC, Anson"
83338,16047,"ID, Gooding"
95367,06077,"CA, San Joaquin"
49720,26009,"MI, Antrim"
53225,55133,"WI, Waukesha"
47432,18101,"IN, Martin"
37920,47009,"TN, Blount"
39574,28131,"MS, Stone"
30513,13123,"GA, Gilmer"
00777,72085,"PR, Las Piedras"
27587,37077,"NC, Granville"
98382,53031,"WA, Jefferson"
37076,47189,"TN, Wilson"
76048,48425,"TX, Somervell"
77365,48201,"TX, Harris"
60010,17111,"IL, McHenry"
79601,48417,"TX, Shackelford"
18407,42115,"PA, Susquehanna"
95316,06047,"CA, Merced"
57701,46093,"SD, Meade"
68847,31099,"NE, Kearney"
31537,13039,"GA, Camden"
49022,26159,"MI, Van Buren"
74070,40147,"OK, Washington"
94112,06081,"CA, San Mateo"
00646,72137,"PR, Toa Baja"
31313,13183,"GA, Long"
70611,22053,"LA, Jefferson Davis"
23875,51730,"VA, Petersburg"
65101,29151,"MO, Osage"
36027,01113,"AL, Russell"
70444,22117,"LA, Washington"
29440,45089,"SC, Williamsburg"
10470,36119,"NY, Westchester"
17019,42001,"PA, Adams"
40175,21027,"KY, Breckinridge"
42754,21061,"KY, Edmonson"
23607,51650,"VA, Hampton"
77327,48339,"TX, Montgomery"
17815,42079,"PA, Luzerne"
80027,08014,
58341,38083,"ND, Sheridan"
38474,47101,"TN, Lewis"
30721,13213,"GA, Murray"
66436,20005,"KS, Atchison"
50321,19181,"IA, Warren"
33440,12099,"FL, Palm Beach"
29414,45035,"SC, Dorchester"
24112,51067,"VA, Franklin"
59711,30039,"MT, Granite"
37334,47127,"TN, Moore"
63877,29069,"MO, Dunklin"
79346,48017,"TX, Bailey"
13778,36007,"NY, Broome"
54843,55129,"WI, Washburn"
47172,18043,"IN, Floyd"
38748,28125,"MS, Sharkey"
78942,48149,"TX, Fayette"
37087,47159,"TN, Smith"
24084,51021,"VA, Bland"
46714,18001,"IN, Adams"
32082,12031,"FL, Duval"
71270,22049,"LA, Jackson"
31087,13009,"GA, Baldwin"
74059,40083,"OK, Logan"
36502,01003,"AL, Baldwin"
34990,12111,"FL, St. Lucie"
45069,39061,"OH, Hamilton"
64628,29041,"MO, Chariton"
24055,51141,"VA, Patrick"
76087,48221,"TX, Hood"
15557,42051,"PA, Fayette"
38464,47181,"TN, Wayne"
11758,36103,"NY, Suffolk"
31701,13177,"GA, Lee"
30217,13285,"GA, Troup"
39652,28005,"MS, Amite"
30113,13233,"GA, Polk"
74462,40121,"OK, Pittsburg"
27215,37081,"NC, Guilford"
49601,26113,"MI, Missaukee"
71055,22027,"LA, Claiborne"
32321,12037,"FL, Franklin"
71701,05013,"AR, Calhoun"
29036,45071,"SC, Newberry"
68701,31167,"NE, Stanton"
97231,41009,"OR, Columbia"
37854,47129,"TN, Morgan"
83669,16027,"ID, Canyon"
64076,29101,"MO, Johnson"
49315,26005,"MI, Allegan"
49690,26079,"MI, Kalkaska"
53010,55027,"WI, Dodge"
56470,27029,"MN, Clearwater"
44833,39139,"OH, Richland"
24219,51105,"VA, Lee"
00638,72107,"PR, Orocovis"
62236,17163,"IL, St. Clair"
39452,28059,"MS, Jackson"
53403,55059,"WI, Kenosha"
29020,45061,"SC, Lee"
31030,13153,"GA, Houston"
35111,01007,"AL, Bibb"
34142,12051,"FL, Hendry"
12118,36083,"NY, Rensselaer"
71343,22059,"LA, La Salle"
75147,48213,"TX, Henderson"
14472,36051,"NY, Livingston"
31825,13307,"GA, Webster"
70068,22089,"LA, St. Charles"
70764,22121,"LA, West Baton Rouge"
39577,28111,"MS, Perry"
00784,72015,"PR, Arroyo"
58784,38013,"ND, Burke"
72927,05127,"AR, Scott"
40511,21209,"KY, Scott"
36502,01099,"AL, Monroe"
57747,46033,"SD, Custer"
63775,29031,"MO, Cape Girardeau"
67357,20133,"KS, Neosho"
74764,40023,"OK, Choctaw"
07065,34023,"NJ, Middlesex"
23847,51175,"VA, Southampton"
22482,51133,"VA, Northumberland"
93514,06051,"CA, Mono"
89408,32001,"NV, Churchill"
75474,48257,"TX, Kaufman"
68025,31155,"NE, Saunders"
62901,17199,"IL, Williamson"
48167,26161,"MI, Washtenaw"
39744,28019,"MS, Choctaw"
48429,26049,"MI, Genesee"
65201,29027,"MO, Callaway"
38501,47087,"TN, Jackson"
51503,19129,"IA, Mills"
39114,28121,"MS, Rankin"
49660,26105,"MI, Mason"
30571,13137,"GA, Habersham"
56470,27005,"MN, Becker"
30656,13013,"GA, Barrow"
78666,48055,"TX, Caldwell"
48763,26011,"MI, Arenac"
47712,18129,"IN, Posey"
39168,28061,"MS, Jasper"
64082,29037,"MO, Cass"
27217,37033,"NC, Caswell"
40515,21113,"KY, Jessamine"
07047,34003,"NJ, Bergen"
30215,13063,"GA, Clayton"
27932,37143,"NC, Perquimans"
68701,31139,"NE, Pierce"
46040,18095,"IN, Madison"
54165,55115,"WI, Shawano"
54165,55009,"WI, Brown"
18655,42037,"PA, Columbia"
46342,18127,"IN, Porter"
28104,37119,"NC, Mecklenburg"
30180,13223,"GA, Paulding"
35957,01049,"AL, De Kalb"
32425,12133,"FL, Washington"
49448,26121,"MI, Muskegon"
25541,54053,"WV, Mason"
93555,06071,"CA, San Bernardino"
47432,18037,"IN, Dubois"
48642,26017,"MI, Bay"
38059,47053,"TN, Gibson"
14837,36101,"NY, Steuben"
77612,48351,"TX, Newton"
37166,47177,"TN, Warren"
45169,39047,"OH, Fayette"
58341,38069,"ND, Pierce"
48872,26065,"MI, Ingham"
29483,45019,"SC, Charleston"
70549,22023,"LA, Cameron"
29936,45013,"SC, Beaufort"
31792,13131,"GA, Grady"
40380,21165,"KY, Menifee"
31008,13079,"GA, Crawford"
31803,13249,"GA, Schley"
72416,05075,"AR, Lawrence"
73048,40011,"OK, Blaine"
67025,20155,"KS, Reno"
39573,28039,"MS, George"
39452,28041,"MS, Greene"
42642,21001,"KY, Adair"
38574,47049,"TN, Fentress"
64744,29185,"MO, St. Clair"
23188,51830,"VA, Williamsburg"
31061,13237,"GA, Putnam"
28560,37137,"NC, Pamlico"
17243,42067,"PA, Juniata"
22473,51103,"VA, Lancaster"
00624,72059,"PR, Guayanilla"
21111,24025,"MD, Harford"
27260,37151,"NC, Randolph"
18847,42127,"PA, Wayne"
38474,47099,"TN, Lawrence"
23805,51053,"VA, Dinwiddie"
15767,42063,"PA, Indiana"
30434,13033,"GA, Burke"
35971,01071,"AL, Jackson"
16950,42105,"PA, Potter"
38930,28015,"MS, Carroll"
55331,27019,"MN, Carver"
73045,40081,"OK, Lincoln"
38483,47119,"TN, Maury"
07865,34027,"NJ, Morris"
62262,17135,"IL, Montgomery"
71322,22097,"LA, St. Landry"
44601,39029,"OH, Columbiana"
83607,16075,"ID, Payette"
31014,13091,"GA, Dodge"
72153,05137,"AR, Stone"
55371,27059,"MN, Isanti"
48838,26081,"MI, Kent"
27587,37069,"NC, Franklin"
29501,45031,"SC, Darlington"
00720,72075,"PR, Juana Diaz"
70437,22105,"LA, Tangipahoa"
74960,40021,"OK, Cherokee"
39466,28045,"MS, Hancock"
98531,53067,"WA, Thurston"
28326,37105,"NC, Lee"
27265,37067,"NC, Forsyth"
55110,27163,"MN, Washington"
53007,55079,"WI, Milwaukee"
22967,51009,"VA, Amherst"
39443,28153,"MS, Wayne"
45690,39141,"OH, Ross"
29650,45083,"SC, Spartanburg"
60081,17097,"IL, Lake"
45710,39163,"OH, Vinton"
47462,18105,"IN, Monroe"
29817,45009,"SC, Bamberg"
41042,21117,"KY, Kenton"
29611,45077,"SC, Pickens"
74436,40111,"OK, Okmulgee"
55449,27123,"MN, Ramsey"
32948,12009,"FL, Brevard"
16412,42039,"PA, Crawford"
36303,01045,"AL, Dale"
35757,01083,"AL, Limestone"
39073,28127,"MS, Simpson"
78108,48029,"TX, Bexar"
30802,13189,"GA, McDuffie"
64744,29217,"MO, Vernon"
44833,39117,"OH, Morrow"
53105,55127,"WI, Walworth"
70301,22109,"LA, Terrebonne"
36866,01081,"AL, Lee"
38017,47047,"TN, Fayette"
24504,51031,"VA, Campbell"
72076,05085,"AR, Lonoke"
53010,55131,"WI, Washington"
22134,51179,"VA, Stafford"
30813,13245,"GA, Richmond"
22657,51187,"VA, Warren"
37769,47013,"TN, Campbell"
19382,42045,"PA, Delaware"
27810,37095,"NC, Hyde"
77480,48321,"TX, Matagorda"
83204,16077,"ID, Power"
77494,48473,"TX, Waller"
70444,22091,"LA, St. Helena"
48739,26129,"MI, Ogemaw"
30474,13209,"GA, Montgomery"
80439,08019,"CO, Clear Creek"
23856,51081,"VA, Greensville"
36203,01121,"AL, Talladega"
76310,48077,"TX, Clay"
44601,39099,"OH, Mahoning"
17020,42043,"PA, Dauphin"
47012,18029,"IN, Dearborn"
39421,28091,"MS, Marion"
30816,13163,"GA, Jefferson"
21851,24039,"MD, Somerset"
35622,01043,"AL, Cullman"
76522,48281,"TX, Lampasas"
30548,13139,"GA, Hall"
70049,22093,"LA, St. James"
62262,17051,"IL, Fayette"
08876,34019,"NJ, Hunterdon"
79601,48253,"TX, Jones"
37079,47125,"TN, Montgomery"
31220,13207,"GA, Monroe"
37377,47153,"TN, Sequatchie"
31518,13305,"GA, Wayne"
31518,13005,"GA, Bacon"
23224,51041,"VA, Chesterfield"
71343,22029,"LA, Concordia"
81403,08091,"CO, Ouray"
32091,12019,"FL, Clay"
43054,39089,"OH, Licking"
72023,05119,"AR, Pulaski"
72210,05125,"AR, Saline"
61611,17203,"IL, Woodford"
39577,28035,"MS, Forrest"
43068,39045,"OH, Fairfield"
25427,54065,"WV, Morgan"
43447,39123,"OH, Ottawa"
48823,26037,"MI, Clinton"
75452,48231,"TX, Hunt"
63624,29221,"MO, Washington"
37014,47149,"TN, Rutherford"
37381,47007,"TN, Bledsoe"
46748,18033,"IN, De Kalb"
49224,26075,"MI, Jackson"
73072,40087,"OK, McClain"
30179,13143,"GA, Haralson"
37330,47031,"TN, Coffee"
50325,19049,"IA, Dallas"
30256,13171,"GA, Lamar"
38611,28033,"MS, DeSoto"
45830,39003,"OH, Allen"
59833,30063,"MT, Missoula"
60518,17037,"IL, DeKalb"
70090,22095,"LA, St. John the Baptist"
08081,34015,"NJ, Gloucester"
80550,08069,"CO, Larimer"
08512,34021,"NJ, Mercer"
58763,38053,"ND, McKenzie"
79106,48381,"TX, Randall"
24416,51163,"VA, Rockbridge"
29036,45079,"SC, Richland"
83318,16067,"ID, Minidoka"
22206,51510,"VA, Alexandria"
63873,29155,"MO, Pemiscot"
21620,24035,"MD, Queen Anne's"
45241,39017,"OH, Butler"
00729,72087,"PR, Loiza"
41051,21015,"KY, Boone"
42404,21225,"KY, Union"
84066,49047,"UT, Uintah"
32456,12005,"FL, Bay"
24550,51019,"VA, Bedford"
95076,06053,"CA, Monterey"
22032,51600,"VA, Fairfax"
16678,42061,"PA, Huntingdon"
14807,36003,"NY, Allegany"
70364,22057,"LA, Lafourche"
15905,42111,"PA, Somerset"
22902,51003,"VA, Albemarle"
12589,36071,"NY, Orange"
25430,54003,"WV, Berkeley"
70656,22003,"LA, Allen"
49746,26007,"MI, Alpena"
76519,48145,"TX, Falls"
63801,29143,"MO, New Madrid"
35173,01115,"AL, St. Clair"
00719,72019,"PR, Barranquitas"
67025,20095,"KS, Kingman"
55330,27171,"MN, Wright"
49684,26089,"MI, Leelanau"
28334,37163,"NC, Sampson"
30734,13227,"GA, Pickens"
24273,51195,"VA, Wise"
31808,13145,"GA, Harris"
24018,51770,"VA, Roanoke"
59866,30089,"MT, Sanders"
59255,30083,"MT, Richland"
71465,22025,"LA, Catahoula"
34974,12043,"FL, Glades"
45710,39105,"OH, Meigs"
32751,12117,"FL, Seminole"
47613,18051,"IN, Gibson"
20110,51153,"VA, Prince William"
28650,37109,"NC, Lincoln"
63456,29173,"MO, Ralls"
96161,06061,"CA, Placer"
18641,42069,"PA, Lackawanna"
49895,26041,"MI, Delta"
35756,01089,"AL, Madison"
48617,26073,"MI, Isabella"
29063,45063,"SC, Lexington"
65552,29169,"MO, Pulaski"
12803,36115,"NY, Washington"
12053,36095,"NY, Schoharie"
70544,22101,"LA, St. Mary"
24260,51027,"VA, Buchanan"
40419,21079,"KY, Garrard"
22901,51540,"VA, Charlottesville"
62479,17049,"IL, Effingham"
37188,47165,"TN, Sumner"
75491,48147,"TX, Fannin"
75602,48203,"TX, Harrison"
76310,48009,"TX, Archer"
62012,17083,"IL, Jersey"
44676,39075,"OH, Holmes"
95223,06003,"CA, Alpine"
72847,05071,"AR, Johnson"
45715,39115,"OH, Morgan"
30543,13011,"GA, Banks"
63456,29127,"MO, Marion"
87532,35049,"NM, Santa Fe"
32159,12119,"FL, Sumter"
30256,13293,"GA, Upson"
32561,12033,"FL, Escambia"
88081,35035,"NM, Otero"
44023,39035,"OH, Cuyahoga"
55371,27141,"MN, Sherburne"
75757,48073,"TX, Cherokee"
19543,42071,"PA, Lancaster"
40175,21163,"KY, Meade"
15690,42005,"PA, Armstrong"
36866,01123,"AL, Tallapoosa"
72111,05145,"AR, White"
24112,51089,"VA, Henry"
29053,45017,"SC, Calhoun"
31801,13197,"GA, Marion"
76519,48027,"TX, Bell"
35673,01103,"AL, Morgan"
83869,16017,"ID, Bonner"
29125,45027,"SC, Clarendon"
99026,53065,"WA, Stevens"
14081,36013,"NY, Chautauqua"
49967,26131,"MI, Ontonagon"
83541,16035,"ID, Clearwater"
45244,39025,"OH, Clermont"
35111,01125,"AL, Tuscaloosa"
38577,47137,"TN, Pickett"
31518,13001,"GA, Appling"
31518,13229,"GA, Pierce"
29576,45051,"SC, Horry"
58579,38015,"ND, Burleigh"
95033,06087,"CA, Santa Cruz"
31787,13261,"GA, Sumter"
85637,04023,"AZ, Santa Cruz"
77546,48167,"TX, Galveston"
44505,39155,"OH, Trumbull"
76519,48331,"TX, Milam"
58579,38055,"ND, McLean"
29576,45043,"SC, Georgetown"
32567,12091,"FL, Okaloosa"
50266,19153,"IA, Polk"
22923,51079,"VA, Greene"
44689,39151,"OH, Stark"
47462,18093,"IN, Lawrence"
83541,16069,"ID, Nez Perce"
49967,26061,"MI, Houghton"
42053,21007,"KY, Ballard"
18428,42103,"PA, Pike"
25880,54081,"WV, Raleigh"
83869,16055,"ID, Kootenai"
35673,01079,"AL, Lawrence"
63456,29137,"MO, Monroe"
29047,45075,"SC, Orangeburg"
74604,40071,"OK, Kay"
24112,51690,"VA, Martinsville"
26845,54031,"WV, Hardy"
30256,13231,"GA, Pike"
28584,37133,"NC, Onslow"
24450,51678,"VA, Lexington"
40175,21093,"KY, Hardin"
75757,48423,"TX, Smith"
59521,30041,"MT, Hill"
48416,26151,"MI, Sanilac"
65013,29125,"MO, Maries"
74436,40101,"OK, Muskogee"
88081,35013,"NM, Dona Ana"
32561,12113,"FL, Santa Rosa"
34759,12097,"FL, Osceola"
24019,51161,"VA, Roanoke"
76310,48485,"TX, Wichita"
45715,39167,"OH, Washington"
72847,05115,"AR, Pope"
40419,21137,"KY, Lincoln"
44676,39169,"OH, Wayne"
38574,47141,"TN, Putnam"
12053,36093,"NY, Schenectady"
49756,26119,"MI, Montmorency"
75491,48181,"TX, Grayson"
24401,51790,"VA, Staunton"
07840,34041,"NJ, Warren"
18017,42095,"PA, Northampton"
62479,17079,"IL, Jasper"
13030,36053,"NY, Madison"
00601,72001,"PR, Adjuntas"
23188,51095,"VA, James City"
40013,21179,"KY, Nelson"
24260,51167,"VA, Russell"
63026,29189,"MO, St. Louis"
24540,51590,"VA, Danville"
70656,22115,"LA, Vernon"
12803,36091,"NY, Saratoga"
40119,21085,"KY, Grayson"
24368,51197,"VA, Wythe"
48617,26035,"MI, Clare"
23847,51595,"VA, Emporia"
22802,51660,"VA, Harrisonburg"
22980,51820,"VA, Waynesboro"
45710,39009,"OH, Athens"
49895,26003,"MI, Alger"
96161,06057,"CA, Nevada"
30606,13059,"GA, Clarke"
71107,22017,"LA, Caddo"
34974,12093,"FL, Okeechobee"
97760,41017,"OR, Deschutes"
67025,20173,"KS, Sedgwick"
17067,42075,"PA, Lebanon"
30179,13045,"GA, Carroll"
20110,51683,"VA, Manassas"
98605,53039,"WA, Klickitat"
47613,18173,"IN, Warrick"
44827,39033,"OH, Crawford"
59255,30085,"MT, Roosevelt"
24273,51720,"VA, Norton"
49238,26091,"MI, Lenawee"
49684,26055,"MI, Grand Traverse"
00719,72105,"PR, Naranjito"
63801,29201,"MO, Scott"
25430,54037,"WV, Jefferson"
14837,36123,"NY, Yates"
54979,55039,"WI, Fond du Lac"
60518,17099,"IL, La Salle"
29611,45045,"SC, Greenville"
95694,06113,"CA, Yolo"
32456,12045,"FL, Gulf"
84066,49013,"UT, Duchesne"
28789,37099,"NC, Jackson"
76067,48363,"TX, Palo Pinto"
21620,24029,"MD, Kent"
23860,51670,"VA, Hopewell"
24416,51530,"VA, Buena Vista"
79106,48375,"TX, Potter"
58763,38061,"ND, Mountrail"
19153,42101,"PA, Philadelphia"
17824,42097,"PA, Northumberland"
79601,48441,"TX, Taylor"
59833,30081,"MT, Ravalli"
37874,47123,"TN, Monroe"
45830,39137,"OH, Putnam"
38611,28093,"MS, Marshall"
70607,22019,"LA, Calcasieu"
37330,47051,"TN, Franklin"
46748,18003,"IN, Allen"
37381,47143,"TN, Rhea"
43447,39173,"OH, Wood"
75691,48401,"TX, Rusk"
74059,40119,"OK, Payne"
64744,29039,"MO, Cedar"
49329,26117,"MI, Montcalm"
37377,47065,"TN, Hamilton"
31220,13021,"GA, Bibb"
37079,47161,"TN, Stewart"
21851,24047,"MD, Worcester"
30474,13279,"GA, Toombs"
17020,42099,"PA, Perry"
36203,01015,"AL, Calhoun"
48739,26069,"MI, Iosco"
68128,31153,"NE, Sarpy"
27349,37001,"NC, Alamance"
83204,16005,"ID, Bannock"
78140,48177,"TX, Gonzales"
37769,47001,"TN, Anderson"
97527,41033,"OR, Josephine"
31076,13269,"GA, Taylor"
24504,51680,"VA, Lynchburg"
65746,29225,"MO, Webster"
38017,47157,"TN, Shelby"
36033,01013,"AL, Butler"
36303,01069,"AL, Houston"
16412,42049,"PA, Erie"
32948,12061,"FL, Indian River"
29817,45011,"SC, Barnwell"
37869,47067,"TN, Hancock"
65101,29051,"MO, Cole"
22967,51125,"VA, Nelson"
49677,26133,"MI, Osceola"
62902,17077,"IL, Jackson"
98531,53041,"WA, Lewis"
74960,40001,"OK, Adair"
70437,22103,"LA, St. Tammany"
29501,45041,"SC, Florence"
68701,31119,"NE, Madison"
58341,38103,"ND, Wells"
55331,27053,"MN, Hennepin"
38930,28083,"MS, Leflore"
27583,37145,"NC, Person"
85142,04013,"AZ, Maricopa"
16950,42117,"PA, Tioga"
77320,48471,"TX, Walker"
39090,28007,"MS, Attala"
47432,18117,"IN, Orange"
15767,42065,"PA, Jefferson"
56601,27007,"MN, Beltrami"
00624,72111,"PR, Penuelas"
22601,51840,"VA, Winchester"
73048,40015,"OK, Caddo"
40380,21197,"KY, Powell"
31792,13275,"GA, Thomas"
29936,45053,"SC, Jasper"
48872,26155,"MI, Shiawassee"
37166,47041,"TN, DeKalb"
20736,24009,"MD, Calvert"
77612,48241,"TX, Jasper"
38059,47045,"TN, Dyer"
58601,38089,"ND, Stark"
28139,37161,"NC, Rutherford"
32054,12125,"FL, Union"
27896,37195,"NC, Wilson"
28104,37179,"NC, Union"
27932,37041,"NC, Chowan"
62896,17055,"IL, Franklin"
56557,27087,"MN, Mahnomen"
07047,34017,"NJ, Hudson"
37323,47011,"TN, Bradley"
28501,37107,"NC, Lenoir"
64082,29095,"MO, Jackson"
30571,13311,"GA, White"
49660,26101,"MI, Manistee"
98671,53011,"WA, Clark"
51503,19155,"IA, Pottawattamie"
65201,29019,"MO, Boone"
39744,28155,"MS, Webster"
93514,06027,"CA, Inyo"
81039,08089,"CO, Otero"
20659,24037,"MD, St. Mary's"
41031,21097,"KY, Harrison"
67357,20099,"KS, Labette"
74764,40089,"OK, McCurtain"
95963,06021,"CA, Glenn"
57747,46047,"SD, Fall River"
72927,05083,"AR, Logan"
00784,72057,"PR, Guayama"
70764,22047,"LA, Iberville"
31825,13259,"GA, Stewart"
37322,47121,"TN, Meigs"
00777,72077,"PR, Juncos"
62236,17133,"IL, Monroe"
00638,72039,
64076,29107,"MO, Lafayette"
83669,16001,"ID, Ada"
27962,37187,"NC, Washington"
71701,05103,"AR, Ouachita"
32321,12077,"FL, Liberty"
71055,22119,"LA, Webster"
49601,26165,"MI, Wexford"
74462,40061,"OK, Haskell"
46714,18179,"IN, Wells"
78942,48287,"TX, Lee"
38748,28151,"MS, Washington"
13778,36017,"NY, Chenango"
39301,28075,"MS, Lauderdale"
79346,48079,"TX, Cochran"
37334,47103,"TN, Lincoln"
40601,21073,"KY, Franklin"
39350,28099,"MS, Neshoba"
66436,20085,"KS, Jackson"
30721,13313,"GA, Whitfield"
77327,48291,"TX, Liberty"
36027,01005,"AL, Barbour"
30512,13291,"GA, Union"
83338,16053,"ID, Jerome"
49022,26021,"MI, Berrien"
31537,13049,"GA, Charlton"
68847,31019,"NE, Buffalo"
57701,46103,"SD, Pennington"
98382,53009,"WA, Clallam"
37745,47059,"TN, Greene"
36701,01047,"AL, Dallas"
97304,41053,"OR, Polk"
00683,72125,"PR, San German"
32327,12129,"FL, Wakulla"
32720,12127,"FL, Volusia"
39194,28163,"MS, Yazoo"
39759,28105,"MS, Oktibbeha"
47331,18041,"IN, Fayette"
76458,48237,"TX, Jack"
31794,13277,"GA, Tift"
28401,37129,"NC, New Hanover"
83638,16085,"ID, Valley"
71913,05051,"AR, Garland"
26201,54097,"WV, Upshur"
37813,47063,"TN, Hamblen"
63645,29123,"MO, Madison"
73401,40019,"OK, Carter"
81416,08029,"CO, Delta"
28345,37153,"NC, Richmond"
30673,13317,"GA, Wilkes"
33034,12086,
71457,22069,"LA, Natchitoches"
85602,04003,"AZ, Cochise"
56001,27013,"MN, Blue Earth"
71601,05069,"AR, Jefferson"
06415,09011,"CT, New London"
65560,29065,"MO, Dent"
66441,20061,"KS, Geary"
38614,28027,"MS, Coahoma"
03102,33011,"NH, Hillsborough"
31021,13175,"GA, Laurens"
44857,39077,"OH, Huron"
34609,12053,"FL, Hernando"
29715,45091,"SC, York"
11237,36047,"NY, Kings"
00602,72003,"PR, Aguada"
12524,36027,"NY, Dutchess"
46750,18069,"IN, Huntington"
38261,47131,"TN, Obion"
53913,55111,"WI, Sauk"
27030,37171,"NC, Surry"
00612,72013,"PR, Arecibo"
34266,12027,"FL, De Soto"
83440,16065,"ID, Madison"
31015,13081,"GA, Crisp"
27534,37191,"NC, Wayne"
74820,40123,"OK, Pontotoc"
13021,36011,"NY, Cayuga"
93454,06083,"CA, Santa Barbara"
38301,47113,"TN, Madison"
59715,30031,"MT, Gallatin"
78550,48061,"TX, Cameron"
20006,11001,"DC, District of Columbia"
35582,01059,"AL, Franklin"
66607,20177,"KS, Shawnee"
04412,23019,"ME, Penobscot"
99501,02020,"AK, Anchorage"
95667,06017,"CA, El Dorado"
59102,30111,"MT, Yellowstone"
81501,08077,"CO, Mesa"
96789,15003,"HI, Honolulu"
22835,51139,"VA, Page"
19801,10003,"DE, New Castle"
04756,23003,"ME, Aroostook"
89030,32003,"NV, Clark"
99654,02170,"AK, Matanuska-Susitna"
36695,01097,"AL, Mobile"
85901,04017,"AZ, Navajo"
96913,66010,"GU, Guam"
79901,48141,"TX, El Paso"
23508,51710,"VA, Norfolk"
43537,39095,"OH, Lucas"
10029,36061,"NY, New York"
96743,15001,"HI, Hawaii"
95482,06045,"CA, Mendocino"
78404,48355,"TX, Nueces"
77840,48041,"TX, Brazos"
36722,01131,"AL, Wilcox"
31324,13029,"GA, Bryan"
14120,36063,"NY, Niagara"
04050,23005,"ME, Cumberland"
53719,55025,"WI, Dane"
47303,18035,"IN, Delaware"
19904,10001,"DE, Kent"
36110,01101,"AL, Montgomery"
63301,29183,"MO, St. Charles"
28463,37047,"NC, Columbus"
49781,26097,"MI, Mackinac"
75561,48037,"TX, Bowie"
21550,24023,"MD, Garrett"
06824,09001,"CT, Fairfield"
07871,34037,"NJ, Sussex"
86442,04015,"AZ, Mohave"
02703,25005,"MA, Bristol"
73501,40031,"OK, Comanche"
24701,54055,"WV, Mercer"
54538,55125,"WI, Vilas"
01201,25003,"MA, Berkshire"
68071,31173,"NE, Thurston"
31408,13051,"GA, Chatham"
89060,32023,"NV, Nye"
45679,39001,"OH, Adams"
23404,51001,"VA, Accomack"
00802,78030,"VI, St. Thomas"
58103,38017,"ND, Cass"
26292,54093,"WV, Tucker"
06051,09003,"CT, Hartford"
02563,25001,"MA, Barnstable"
49007,26077,"MI, Kalamazoo"
31533,13069,"GA, Coffee"
78516,48215,"TX, Hidalgo"
34470,12083,"FL, Marion"
74701,40013,"OK, Bryan"
14013,36037,"NY, Genesee"
27909,37139,"NC, Pasquotank"
83805,16021,"ID, Boundary"
27920,37055,"NC, Dare"
47906,18157,"IN, Tippecanoe"
99737,02240,"AK, Southeast Fairbanks"
98951,53077,"WA, Yakima"
78045,48479,"TX, Webb"
59901,30029,"MT, Flathead"
62864,17081,"IL, Jefferson"
52544,19007,"IA, Appanoose"
82718,56005,"WY, Campbell"
56738,27089,"MN, Marshall"
28771,37075,"NC, Graham"
82801,56033,"WY, Sheridan"
00718,72103,"PR, Naguabo"
06776,09005,"CT, Litchfield"
21613,24019,"MD, Dorchester"
88418,35059,"NM, Union"
32424,12013,"FL, Calhoun"
57262,46109,"SD, Roberts"
92231,06025,"CA, Imperial"
67401,20169,"KS, Saline"
25276,54087,"WV, Roane"
03820,33017,"NH, Strafford"
41076,21037,"KY, Campbell"
57569,46085,"SD, Lyman"
04426,23021,"ME, Piscataquis"
45840,39063,"OH, Hancock"
64501,29021,"MO, Buchanan"
52556,19101,"IA, Jefferson"
80498,08117,"CO, Summit"
99156,53051,"WA, Pend Oreille"
70037,22075,"LA, Plaquemines"
96044,06093,"CA, Siskiyou"
49908,26013,"MI, Baraga"
29488,45029,"SC, Colleton"
98632,53015,"WA, Cowlitz"
97459,41011,"OR, Coos"
15834,42023,"PA, Cameron"
73521,40065,"OK, Jackson"
72364,05035,"AR, Crittenden"
43912,39013,"OH, Belmont"
00820,78010,"VI, Angaur"
00820,78010,"VI, St. Croix"
89314,32033,"NV, White Pine"
58316,38079,"ND, Rolette"
